"displacement,mm","force,kN","force,N"
0.0,0.00322984,3.22984
0.0310005,1.1136400000000002,1113.64
0.0620038,2.24424,2244.24
0.0929936,3.4293400000000003,3429.34
0.124006,4.399850000000001,4399.85
0.155041,5.634,5634.0
0.186012,6.354229999999999,6354.23
0.216989,6.627479999999999,6627.48
0.247965,6.693090000000001,6693.09
0.278892,6.682180000000001,6682.18
0.309817,6.66443,6664.43
0.340742,6.63999,6639.99
0.371667,6.61293,6612.93
0.402592,6.58316,6583.16
0.433517,6.550590000000001,6550.59
0.464442,6.51689,6516.89
0.495367,6.4834700000000005,6483.47
0.526292,6.450130000000001,6450.13
0.557217,6.41554,6415.54
0.588142,6.377,6377.0
0.619185,6.3358,6335.8
0.650357,6.29144,6291.44
0.68153,6.24462,6244.62
0.712707,6.19283,6192.83
0.743879,6.13891,6138.91
0.775056,6.081720000000001,6081.72
0.806229,6.022130000000001,6022.13
0.837401,5.96039,5960.39
0.868578,5.89632,5896.32
0.899751,5.829890000000001,5829.89
0.930923,5.760260000000001,5760.26
0.962084,4.9424600000000005,4942.46
0.992978,5.476970000000001,5476.97
1.02409,5.08582,5085.82
1.05505,5.35435,5354.35
1.08601,5.3715,5371.5
1.11709,5.32254,5322.54
1.14814,5.22473,5224.73
1.17918,5.08458,5084.58
1.21023,4.9800699999999996,4980.07
1.24191,4.923649999999999,4923.65
1.27363,4.78421,4784.21
1.30535,4.68255,4682.55
1.33707,4.596220000000001,4596.22
1.3688,4.54329,4543.29
1.40021,4.48229,4482.29
1.43163,4.37713,4377.13
1.46304,4.34053,4340.53
1.49473,4.23037,4230.37
1.52642,4.17684,4176.84
1.55769,4.10037,4100.37
1.58854,4.04309,4043.09
1.61926,3.9709499999999998,3970.95
1.65018,3.9052800000000003,3905.28
1.68184,3.86739,3867.39
1.71308,3.81558,3815.58
1.74407,3.74933,3749.33
1.77471,3.6735900000000004,3673.59
1.80621,3.64081,3640.81
1.8374,3.5918400000000004,3591.84
1.86902,3.55303,3553.03
1.90064,3.4864,3486.4
1.93172,3.45145,3451.45
1.96234,3.40443,3404.43
1.99346,3.3695500000000003,3369.55
2.02489,3.32118,3321.18
2.05529,3.2916700000000003,3291.67
2.08569,3.2408400000000004,3240.84
2.11765,3.2144600000000003,3214.46
2.14863,3.17802,3178.02
2.17957,3.1494,3149.4
2.21103,3.14373,3143.73
2.24194,3.13767,3137.67
2.27191,3.1141799999999997,3114.18
2.30233,3.08939,3089.39
2.33444,3.08773,3087.73
2.367,3.09221,3092.21
2.3981,3.0843800000000003,3084.38
2.42862,3.06841,3068.41
2.46146,3.04746,3047.46
2.49472,3.00968,3009.68
2.528,3.01601,3016.01
2.56128,3.0108800000000002,3010.88
2.59385,2.97979,2979.79
2.62472,2.9525,2952.5
2.65547,2.93479,2934.79
2.68619,2.92023,2920.23
2.71691,2.9135500000000003,2913.55
2.74763,2.90858,2908.58
2.77835,2.9053400000000003,2905.34
2.80907,2.8783800000000004,2878.38
2.83926,2.8537600000000003,2853.76
2.8677,2.84891,2848.91
2.89591,2.8452800000000003,2845.28
2.92407,2.8103800000000003,2810.38
2.95223,2.81772,2817.72
2.98039,2.78693,2786.93
3.00951,2.77746,2777.46
3.04378,2.75679,2756.79
3.07893,2.74852,2748.52
3.11413,2.73021,2730.21
