"displacement,mm","force,kN","force,N"
0.0,0.00322984,3.22984
0.0310005,1.1136400000000002,1113.64
0.0620038,2.24424,2244.24
0.0929936,3.4293400000000003,3429.34
0.124006,4.39928,4399.28
0.155041,4.856920000000001,4856.92
0.186012,4.99645,4996.45
0.216989,5.00096,5000.96
0.247965,4.99836,4998.36
0.278893,4.99317,4993.17
0.309818,4.98634,4986.34
0.340743,4.97595,4975.95
0.371668,4.96648,4966.48
0.402593,4.953270000000001,4953.27
0.433518,4.94119,4941.19
0.464443,4.9262500000000005,4926.25
0.495368,4.9111400000000005,4911.14
0.526293,4.89492,4894.92
0.557218,4.877,4877.0
0.588143,4.85787,4857.87
0.619185,4.83798,4837.98
0.650358,4.8168500000000005,4816.85
0.68153,4.7952900000000005,4795.29
0.712707,4.77292,4772.92
0.74388,4.74922,4749.22
0.775057,4.72442,4724.42
0.806229,4.6980200000000005,4698.02
0.837402,4.67073,4670.73
0.868579,4.64204,4642.04
0.899752,4.6115699999999995,4611.57
0.930924,4.57946,4579.46
0.962101,4.54497,4544.97
0.993274,4.508859999999999,4508.86
1.02438,4.47058,4470.58
1.05536,4.4304499999999996,4430.45
1.08634,4.38816,4388.16
1.11735,4.3438,4343.8
1.14838,4.2971,4297.1
1.17937,4.24833,4248.33
1.21036,4.1975,4197.5
1.24148,4.1446000000000005,4144.6
1.27241,4.09033,4090.33
1.30351,4.03406,4034.06
1.33435,3.97687,3976.87
1.3655,3.91799,3917.99
1.39637,3.85869,3858.69
1.42756,3.79782,3797.82
1.45842,3.73704,3737.04
1.48948,3.6755100000000005,3675.51
1.52044,3.6140700000000003,3614.07
1.55139,3.55263,3552.63
1.58251,3.49128,3491.28
1.6132,3.43137,3431.37
1.64455,3.37087,3370.87
1.6753,3.31249,3312.49
1.70645,3.2542,3254.2
1.73753,3.19713,3197.13
1.76806,3.1422800000000004,3142.28
1.79959,3.0869,3086.9
1.83056,3.03398,3033.98
1.86117,2.98301,2983.01
1.89259,2.9321900000000003,2932.19
1.92348,2.88412,2884.12
1.95404,2.83812,2838.12
1.98566,2.79241,2792.41
2.01652,2.74913,2749.13
2.04664,2.7080100000000003,2708.01
2.07801,2.6672,2667.2
2.10842,2.62867,2628.67
2.13908,2.59126,2591.26
2.1698,2.5553000000000003,2555.3
2.20052,2.5218200000000004,2521.82
2.23124,2.4899299999999998,2489.93
2.26226,2.45879,2458.79
2.29335,2.4286700000000003,2428.67
2.32443,2.39966,2399.66
2.35552,2.37196,2371.96
2.38583,2.3522399999999997,2352.24
2.41723,2.33622,2336.22
2.44706,2.33167,2331.67
2.47647,2.32763,2327.63
2.50975,2.32225,2322.25
2.54303,2.3156100000000004,2315.61
2.57631,2.30816,2308.16
2.60959,2.30065,2300.65
2.64075,2.2931,2293.1
2.67147,2.28126,2281.26
2.70219,2.27349,2273.49
2.73291,2.2640000000000002,2264.0
2.76363,2.25332,2253.32
2.79435,2.24471,2244.71
2.82507,2.23568,2235.68
2.85579,2.22471,2224.71
2.88408,2.2121999999999997,2212.2
2.91224,2.20348,2203.48
2.9404,2.19418,2194.18
2.96856,2.1832,2183.2
2.99672,2.17372,2173.72
3.02956,2.16453,2164.53
3.06476,2.1507,2150.7
3.09996,2.1401999999999997,2140.2
