"displacement,mm","force,kN","force,N"
0.0,0.00322984,3.22984
0.0310005,0.7880090000000001,788.009
0.0620039,1.08852,1088.52
0.0929937,1.19708,1197.08
0.12397,1.26712,1267.12
0.154996,1.28429,1284.29
0.185967,1.2892000000000001,1289.2
0.216944,1.2950599999999999,1295.06
0.24792,1.29934,1299.34
0.278849,1.3028499999999998,1302.85
0.309774,1.3059500000000002,1305.95
0.340699,1.3086600000000002,1308.66
0.371624,1.3110899999999999,1311.09
0.402549,1.31321,1313.21
0.433474,1.31508,1315.08
0.464399,1.31671,1316.71
0.495324,1.31814,1318.14
0.526249,1.31939,1319.39
0.557174,1.32047,1320.47
0.588099,1.3213800000000002,1321.38
0.619141,1.3221500000000002,1322.15
0.650314,1.32278,1322.78
0.681487,1.32326,1323.26
0.712664,1.32361,1323.61
0.743836,1.32382,1323.82
0.775013,1.3239200000000002,1323.92
0.806186,1.3239,1323.9
0.837358,1.3237700000000001,1323.77
0.868535,1.32353,1323.53
0.899695,1.32319,1323.19
0.930661,1.32273,1322.73
0.961632,1.32219,1322.19
0.992509,1.32156,1321.56
1.02338,1.32081,1320.81
1.05433,1.3199800000000002,1319.98
1.08539,1.31904,1319.04
1.11644,1.3180100000000001,1318.01
1.1475,1.3168900000000001,1316.89
1.17855,1.3156500000000002,1315.65
1.20961,1.3143399999999998,1314.34
1.24115,1.31291,1312.91
1.27272,1.3113800000000002,1311.38
1.30408,1.30975,1309.75
1.33523,1.30803,1308.03
1.36638,1.30621,1306.21
1.39752,1.30428,1304.28
1.42867,1.3022500000000001,1302.25
1.45981,1.3001,1300.1
1.49096,1.29782,1297.82
1.52211,1.2954,1295.4
1.55302,1.29281,1292.81
1.58375,1.2901,1290.1
1.61447,1.28726,1287.26
1.64519,1.28431,1284.31
1.6759,1.28123,1281.23
1.70663,1.27799,1277.99
1.73735,1.2746199999999999,1274.62
1.76806,1.27109,1271.09
1.79879,1.2674100000000001,1267.41
1.82951,1.2635399999999999,1263.54
1.86023,1.25946,1259.46
1.89094,1.2551400000000001,1255.14
1.92167,1.25057,1250.57
1.95239,1.24579,1245.79
1.98311,1.24071,1240.71
2.01384,1.23543,1235.43
2.04508,1.22974,1229.74
2.07597,1.22379,1223.79
2.10702,1.21751,1217.51
2.13811,1.21095,1210.95
2.16898,1.20401,1204.01
2.20009,1.1967400000000001,1196.74
2.23101,1.18914,1189.14
2.262,1.18107,1181.07
2.29312,1.17269,1172.69
2.32394,1.16389,1163.89
2.35506,1.15466,1154.66
2.386,1.14517,1145.17
2.41703,1.13506,1135.06
2.44894,1.1243800000000002,1124.38
2.48036,1.11342,1113.42
2.51112,1.10233,1102.33
2.54137,1.09118,1091.18
2.57266,1.07922,1079.22
2.60456,1.0669000000000002,1066.9
2.63528,1.0546099999999998,1054.61
2.66573,1.04231,1042.31
2.69592,1.02986,1029.86
2.72825,1.01643,1016.43
2.75953,1.0032100000000002,1003.21
2.79045,0.99017,990.17
2.82031,0.977283,977.283
2.85113,0.964153,964.153
2.88313,0.950256,950.256
2.91513,0.936505,936.505
2.94558,0.923181,923.181
2.97598,0.9099740000000001,909.974
3.00563,0.897415,897.415
3.03648,0.884026,884.026
3.06939,0.870019,870.019
3.10109,0.8565499999999999,856.55
