"displacement,mm","force,kN","force,N"
0.0,0.00322984,3.22984
0.0310005,1.1136400000000002,1113.64
0.0620038,2.24424,2244.24
0.0929936,3.4293400000000003,3429.34
0.124006,4.399850000000001,4399.85
0.155041,5.634,5634.0
0.186012,6.604010000000001,6604.01
0.216989,7.2968,7296.8
0.247936,8.09553,8095.53
0.278861,8.79872,8798.72
0.309804,9.40661,9406.61
0.340729,9.92877,9928.77
0.371655,10.4101,10410.1
0.40258,10.7905,10790.5
0.433505,11.0754,11075.4
0.46443,11.2988,11298.8
0.495355,11.3536,11353.6
0.52628,11.3379,11337.9
0.5572,11.296700000000001,11296.7
0.588125,11.2512,11251.2
0.619167,11.2026,11202.6
0.650344,11.1506,11150.6
0.681517,11.0955,11095.5
0.712689,11.030899999999999,11030.9
0.743866,10.966600000000001,10966.6
0.775039,10.891200000000001,10891.2
0.806216,10.8152,10815.2
0.837389,10.730500000000001,10730.5
0.868561,10.643799999999999,10643.8
0.899738,10.5504,10550.4
0.930911,10.451,10451.0
0.962083,10.349,10349.0
0.99326,10.2377,10237.7
1.02429,10.126299999999999,10126.3
1.05525,10.0042,10004.2
1.08622,9.88148,9881.48
1.11719,9.750350000000001,9750.35
1.14816,9.61589,9615.89
1.17912,6.15812,6158.12
1.20986,5.87324,5873.24
1.2406,8.77013,8770.13
1.27178,9.55617,9556.17
1.30288,8.920770000000001,8920.77
1.33358,8.87782,8877.82
1.36479,8.909469999999999,8909.47
1.39569,8.705350000000001,8705.35
1.42667,8.50061,8500.61
1.45785,8.317110000000001,8317.11
1.48889,8.18491,8184.91
1.51995,7.90436,7904.36
1.551,7.739380000000001,7739.38
1.58169,7.567270000000001,7567.27
1.61306,7.50441,7504.41
1.64382,7.27829,7278.29
1.67509,7.05039,7050.39
1.70589,6.89221,6892.21
1.73703,6.79392,6793.92
1.76806,6.70533,6705.33
1.7989,6.51292,6512.92
1.83028,6.388680000000001,6388.68
1.86109,6.24579,6245.79
1.89203,6.191020000000001,6191.02
1.92316,6.047149999999999,6047.15
1.95376,5.95836,5958.36
1.98481,5.84267,5842.67
2.0162,5.786840000000001,5786.84
2.04695,5.70707,5707.07
2.07806,5.64415,5644.15
2.10914,5.533810000000001,5533.81
2.14022,5.48494,5484.94
2.17128,5.43098,5430.98
2.20261,5.39412,5394.12
2.23286,5.41258,5412.58
2.26312,5.43984,5439.84
2.29487,5.42424,5424.24
2.32743,5.38545,5385.45
2.35818,5.36519,5365.19
2.3889,5.33015,5330.15
2.41962,5.3205100000000005,5320.51
2.45034,5.30121,5301.21
2.48106,5.28821,5288.21
2.51178,5.2101999999999995,5210.2
2.54104,5.1763,5176.3
2.5692,5.2014700000000005,5201.47
2.59736,5.136340000000001,5136.34
2.62552,5.105510000000001,5105.51
2.65368,5.09553,5095.53
2.68541,5.06478,5064.78
2.7206,5.00116,5001.16
2.7558,4.99736,4997.36
2.78944,4.96284,4962.84
2.82145,4.89248,4892.48
2.85345,4.88752,4887.52
2.88545,4.87591,4875.91
2.91745,4.8324,4832.4
2.94945,4.80279,4802.79
2.98145,4.76446,4764.46
3.01345,4.7322500000000005,4732.25
3.04544,4.71037,4710.37
3.0761,4.6962600000000005,4696.26
3.1049,4.663390000000001,4663.39
