"displacement,mm","force,kN","force,N"
0.0,0.00322984,3.22984
0.0310005,1.1136400000000002,1113.64
0.0620038,2.24424,2244.24
0.0929936,3.08975,3089.75
0.124001,3.70208,3702.08
0.155032,4.20841,4208.41
0.186008,4.63967,4639.67
0.216984,5.04696,5046.96
0.247913,5.36836,5368.36
0.278838,5.66931,5669.31
0.309763,5.91492,5914.92
0.340688,6.11605,6116.05
0.371613,6.27481,6274.81
0.402538,6.4026700000000005,6402.67
0.433464,6.45124,6451.24
0.464389,6.47797,6477.97
0.495314,6.4831,6483.1
0.526239,6.48419,6484.19
0.557159,6.48257,6482.57
0.588084,6.47945,6479.45
0.619126,6.47536,6475.36
0.650303,6.47053,6470.53
0.681476,6.465,6465.0
0.712648,6.45886,6458.86
0.743825,6.4522200000000005,6452.22
0.774998,6.44502,6445.02
0.806175,6.4372799999999994,6437.28
0.837348,6.42909,6429.09
0.86852,6.42044,6420.44
0.899697,6.411300000000001,6411.3
0.93087,6.40164,6401.64
0.962042,6.39151,6391.51
0.993219,6.38093,6380.93
1.02454,6.36986,6369.86
1.05592,6.35831,6358.31
1.0873,6.346310000000001,6346.31
1.11868,6.333810000000001,6333.81
1.15007,6.32064,6320.64
1.18144,6.30694,6306.94
1.21282,6.29255,6292.55
1.24421,6.27736,6277.36
1.27559,6.26141,6261.41
1.30697,6.2446,6244.6
1.33835,6.2272,6227.2
1.36973,6.20913,6209.13
1.40111,6.1903999999999995,6190.4
1.43249,6.17088,6170.88
1.46387,6.15057,6150.57
1.49525,6.12947,6129.47
1.52663,6.107340000000001,6107.34
1.55801,6.08425,6084.25
1.5889,6.06041,6060.41
1.61999,6.035430000000001,6035.43
1.65098,6.00946,6009.46
1.68193,5.98242,5982.42
1.71301,5.95411,5954.11
1.74392,5.92474,5924.74
1.77506,5.893890000000001,5893.89
1.80592,5.86196,5861.96
1.837,5.82843,5828.43
1.86795,5.79366,5793.66
1.89899,5.75729,5757.29
1.92999,5.71934,5719.34
1.96091,5.680020000000001,5680.02
1.99206,5.63874,5638.74
2.02299,5.5965,5596.5
2.05407,5.55183,5551.83
2.08478,5.5064,5506.4
2.1162,5.4584600000000005,5458.46
2.14675,5.40996,5409.96
2.1782,5.358899999999999,5358.9
2.20876,5.307729999999999,5307.73
2.2401,5.25394,5253.94
2.27082,5.2002500000000005,5200.25
2.30207,5.14412,5144.12
2.33282,5.08829,5088.29
2.36411,5.03026,5030.26
2.39465,4.97246,4972.46
2.42628,4.912470000000001,4912.47
2.45839,4.849810000000001,4849.81
2.49039,4.78779,4787.79
2.52137,4.72699,4726.99
2.55177,4.66719,4667.19
2.5818,4.60867,4608.67
2.61207,4.5483400000000005,4548.34
2.64498,4.48427,4484.27
2.67655,4.4215,4421.5
2.70763,4.360060000000001,4360.06
2.73871,4.300140000000001,4300.14
2.76797,4.24123,4241.23
2.79723,4.18379,4183.79
2.82962,4.12157,4121.57
2.86174,4.05744,4057.44
2.89348,3.99545,3995.45
2.92334,3.93594,3935.94
2.95321,3.87668,3876.68
2.98432,3.8178,3817.8
3.01646,3.75643,3756.43
3.04718,3.6964699999999997,3696.47
3.0779,3.63802,3638.02
3.10862,3.58127,3581.27
